Part/Designator,Manufacture Part Number/Seeed SKU,Quantity,URL,LCSC ref
R2,0603WAF1001T5E,1,,
"R1,R3",0603WAF4701T5E,2,,
J2,15-24-7100,1,,
J1,39-29-9246,1,,
C1,CC0603KRX7R9BB104,1,,
D1,LTST-C170KRKT,1,,
U1,OS102011MA1QN1,1,,
U2,SN74LVC1G04DBVR ,1,,
