Ref,Val,Package,PosX,PosY,Rot,Side
"C1","100 nF","C_0603_1608Metric",115.475000,-129.800000,180.000000,top
"D1","Red Led","LED_0805_2012Metric",94.000000,-135.500000,0.000000,top
"R1","4.7k","R_0603_1608Metric",119.200000,-125.775000,90.000000,top
"R2","1k","R_0603_1608Metric",98.000000,-135.500000,180.000000,top
"R3","4.7k","R_0603_1608Metric",110.600000,-125.650000,0.000000,top
"U2","SN74LVC1G04DBVR ","SOT-23-5",115.800000,-126.600000,180.000000,top
